lane,source_champion,source_slug,source_page_win_rate,opponent_champion,opponent_slug,win_rate,games,url,scraped_at_utc
,Aatrox,aatrox,,Akali,akali,51.19,1135,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Ambessa,ambessa,49.56,1834,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Anivia,anivia,42.42,165,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Aurora,aurora,52.77,235,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Camille,camille,49.47,760,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Cassiopeia,cassiopeia,45.07,213,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Cho'Gath,chogath,51.04,670,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Darius,darius,51.11,2252,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Dr. Mundo,drmundo,54.88,1301,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Fiora,fiora,48.38,1732,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Gangplank,gangplank,51.10,2235,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Garen,garen,50.49,1434,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Gnar,gnar,50.00,1374,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Gragas,gragas,49.44,714,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Gwen,gwen,48.07,1215,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Heimerdinger,heimerdinger,47.41,270,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Illaoi,illaoi,51.31,571,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Irelia,irelia,47.72,2020,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Jax,jax,50.12,2147,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Jayce,jayce,49.59,1587,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,K'Sante,ksante,52.05,1656,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Kayle,kayle,45.73,1288,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Kennen,kennen,48.14,1157,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Kled,kled,46.62,695,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Malphite,malphite,47.59,1973,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Maokai,maokai,50.56,178,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Master Yi,masteryi,60.85,189,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Mordekaiser,mordekaiser,49.44,1948,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Naafiri,naafiri,45.95,259,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Nasus,nasus,50.95,1158,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Olaf,olaf,48.69,610,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Ornn,ornn,47.84,1624,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Pantheon,pantheon,49.70,672,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Poppy,poppy,47.37,437,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
,Aatrox,aatrox,,Quinn,quinn,46.31,298,https://op.gg/lol/champions/aatrox/counters/top,2026-02-11T22:31:10.561855+00:00
